z,a,m,e,half_life
39,82, ,Y,8.3
39,83, ,Y,424.80002
39,83,M,Y,171.0
39,84, ,Y,2370.0
39,84,M,Y,4.6
39,85, ,Y,9648.0
39,85,M,Y,17496.0
39,86, ,Y,53064.0
39,86,M,Y,2880.0
39,87, ,Y,287280.0
39,87,M,Y,48132.0
39,88, ,Y,9.21283e6
39,88,M,Y,0.0139
39,89, ,Y,0.0
39,89,M,Y,15.663
39,90, ,Y,230399.98
39,90,M,Y,11483.999
39,91, ,Y,5.05526e6
39,91,M,Y,2982.5999
39,92, ,Y,12744.0
39,93, ,Y,36648.0
39,93,M,Y,0.82
39,94, ,Y,1122.0
39,95, ,Y,618.0
39,96, ,Y,5.34
39,96,M,Y,9.62
39,97, ,Y,3.75
39,97,M,Y,1.17
39,97,N,Y,0.14199999
39,98, ,Y,0.59000003
39,98,M,Y,2.0
39,99, ,Y,1.477
39,100, ,Y,0.735
39,100,M,Y,0.93999994
39,101, ,Y,0.45
39,102, ,Y,0.3
39,102,M,Y,0.35999998
39,103, ,Y,0.224
39,104, ,Y,0.13
39,105, ,Y,0.15
39,106, ,Y,0.05
39,107, ,Y,0.03
39,108, ,Y,0.02
40,78, ,Zr,0.05
40,79, ,Zr,0.055999998
40,80, ,Zr,4.6
40,81, ,Zr,5.5
40,82, ,Zr,32.0
40,83, ,Zr,41.6
40,84, ,Zr,1554.0
40,85, ,Zr,471.6
40,85,M,Zr,10.900001
40,86, ,Zr,59400.0
40,87, ,Zr,6048.0
40,87,M,Zr,14.0
40,88, ,Zr,7.20576e6
40,89, ,Zr,282312.0
40,89,M,Zr,250.79999
40,90, ,Zr,0.0
40,90,M,Zr,0.8082
40,91, ,Zr,0.0
40,92, ,Zr,0.0
40,93, ,Zr,5.08067e13
40,94, ,Zr,3.4712602e24
40,95, ,Zr,5.53236e6
40,96, ,Zr,6.31139e26
40,97, ,Zr,60278.402
40,98, ,Zr,30.699999
40,99, ,Zr,2.2
40,100, ,Zr,7.1
40,101, ,Zr,2.3
40,102, ,Zr,2.9
40,103, ,Zr,1.3
40,104, ,Zr,1.2
40,105, ,Zr,0.6
40,106, ,Zr,0.9
40,107, ,Zr,0.24000001
40,108, ,Zr,0.08
40,109, ,Zr,0.06
40,110, ,Zr,0.03
41,81, ,Nb,4.4e-8
41,82, ,Nb,0.05
41,83, ,Nb,4.1
41,84, ,Nb,9.8
41,85, ,Nb,20.9
41,85,M,Nb,12.0
41,86, ,Nb,88.0
41,86,M,Nb,56.0
41,87, ,Nb,225.0
41,87,M,Nb,156.0
41,88, ,Nb,870.0
41,88,M,Nb,467.99997
41,89, ,Nb,7308.0
41,89,M,Nb,3960.0
41,90, ,Nb,52524.0
41,90,M,Nb,18.810001
41,90,N,Nb,0.00622
41,91, ,Nb,2.14592e10
41,91,M,Nb,5.26176e6
41,92, ,Nb,1.10451996e15
41,92,M,Nb,876960.0
41,93, ,Nb,0.0
41,93,M,Nb,5.08698e8
41,94, ,Nb,6.3072e11
41,94,M,Nb,375.6
41,95, ,Nb,3.02322e6
41,95,M,Nb,311904.0
41,96, ,Nb,84060.0
41,97, ,Nb,4326.0
41,97,M,Nb,52.7
41,98, ,Nb,2.86
41,98,M,Nb,3078.0
41,99, ,Nb,15.0
41,99,M,Nb,156.0
41,100, ,Nb,1.5
41,100,M,Nb,2.9
41,101, ,Nb,7.1
41,102, ,Nb,1.3
41,102,M,Nb,4.3
41,103, ,Nb,1.5
41,104, ,Nb,4.9
41,104,M,Nb,0.93999994
41,105, ,Nb,2.95
41,106, ,Nb,0.91999996
41,107, ,Nb,0.3
41,108, ,Nb,0.19299999
41,109, ,Nb,0.19
41,110, ,Nb,0.17
41,111, ,Nb,0.08
41,112, ,Nb,0.06
41,113, ,Nb,0.03
42,83, ,Mo,0.023
42,84, ,Mo,0.0038
42,85, ,Mo,3.2
42,86, ,Mo,19.6
42,87, ,Mo,14.0199995
42,88, ,Mo,480.00003
42,89, ,Mo,126.600006
42,89,M,Mo,0.19
42,90, ,Mo,20016.0
42,91, ,Mo,929.39996
42,91,M,Mo,64.6
42,92, ,Mo,5.9959403e27
42,93, ,Mo,9.504e10
42,93,M,Mo,24660.0
42,94, ,Mo,0.0
42,95, ,Mo,0.0
42,96, ,Mo,0.0
42,97, ,Mo,0.0
42,98, ,Mo,3.15569e21
42,99, ,Mo,237419.02
42,100, ,Mo,2.3036598e26
42,101, ,Mo,876.6
42,102, ,Mo,678.0
42,103, ,Mo,67.9
42,104, ,Mo,60.0
42,105, ,Mo,35.6
42,106, ,Mo,8.73
42,107, ,Mo,3.5
42,108, ,Mo,1.09
42,109, ,Mo,0.5
42,110, ,Mo,0.3
42,111, ,Mo,0.5
42,112, ,Mo,1.0
42,113, ,Mo,0.1
42,114, ,Mo,0.08
42,115, ,Mo,0.06
43,85, ,Tc,1.1e-7
43,86, ,Tc,0.055
43,87, ,Tc,2.2
43,87,M,Tc,2.0
43,88, ,Tc,5.8
43,88,M,Tc,6.4
43,89, ,Tc,12.799999
43,89,M,Tc,12.9
43,90, ,Tc,8.7
43,90,M,Tc,49.2
43,91, ,Tc,188.4
43,91,M,Tc,198.0
43,92, ,Tc,255.0
43,93, ,Tc,9900.0
43,93,M,Tc,2610.0
43,94, ,Tc,17580.0
43,94,M,Tc,3114.0
43,95, ,Tc,72000.0
43,95,M,Tc,5.2704e6
43,96, ,Tc,369792.0
43,96,M,Tc,3090.0
43,97, ,Tc,8.20498e13
43,97,M,Tc,7.79328e6
43,98, ,Tc,1.35695e14
43,99, ,Tc,6.67429e12
43,99,M,Tc,21624.1
43,100, ,Tc,15.46
43,101, ,Tc,852.00006
43,102, ,Tc,5.28
43,102,M,Tc,261.0
43,103, ,Tc,54.2
43,104, ,Tc,1098.0
43,105, ,Tc,456.0
43,106, ,Tc,35.6
43,107, ,Tc,21.199999
43,108, ,Tc,5.17
43,109, ,Tc,0.86
43,110, ,Tc,0.91999996
43,111, ,Tc,0.29000002
43,112, ,Tc,0.29000002
43,113, ,Tc,0.13
43,114, ,Tc,0.2
43,115, ,Tc,0.27
43,116, ,Tc,0.120000005
43,117, ,Tc,0.04
43,118, ,Tc,0.03
44,87, ,Ru,0.05
44,88, ,Ru,1.3
44,89, ,Ru,1.38
44,90, ,Ru,11.0
44,91, ,Ru,9.0
44,91,M,Ru,7.6
44,92, ,Ru,219.0
44,93, ,Ru,59.699997
44,93,M,Ru,10.8
44,94, ,Ru,3108.0
44,95, ,Ru,5914.8003
44,96, ,Ru,2.11436e24
44,97, ,Ru,244512.02
44,98, ,Ru,0.0
44,99, ,Ru,0.0
44,100, ,Ru,0.0
44,101, ,Ru,0.0
44,102, ,Ru,0.0
44,103, ,Ru,3.39206e6
44,103,M,Ru,0.0016900001
44,104, ,Ru,0.0
44,105, ,Ru,15984.0
44,106, ,Ru,3.20976e7
44,107, ,Ru,225.0
44,108, ,Ru,273.0
44,109, ,Ru,34.5
44,110, ,Ru,12.04
44,111, ,Ru,2.12
44,112, ,Ru,1.75
44,113, ,Ru,0.8
44,113,M,Ru,0.51
44,114, ,Ru,0.53000003
44,115, ,Ru,0.7
44,116, ,Ru,1.7
44,117, ,Ru,0.34
44,118, ,Ru,0.7
44,119, ,Ru,0.19
44,120, ,Ru,0.08
45,89, ,Rh,0.01
45,90, ,Rh,0.015
45,90,M,Rh,0.0011
45,91, ,Rh,1.74
45,92, ,Rh,4.3
45,93, ,Rh,13.9
45,94, ,Rh,70.6
45,94,M,Rh,25.8
45,95, ,Rh,301.2
45,95,M,Rh,117.6
45,96, ,Rh,594.0
45,96,M,Rh,90.600006
45,97, ,Rh,1842.0
45,97,M,Rh,2772.0
45,98, ,Rh,523.2
45,98,M,Rh,216.00002
45,99, ,Rh,1.39104e6
45,99,M,Rh,16920.0
45,100, ,Rh,74880.0
45,100,M,Rh,276.0
45,101, ,Rh,1.00982e8
45,101,M,Rh,375840.0
45,102, ,Rh,9.158399e7
45,102,M,Rh,1.79712e7
45,103, ,Rh,0.0
45,103,M,Rh,3366.9
45,104, ,Rh,42.3
45,104,M,Rh,260.40002
45,105, ,Rh,127295.99
45,105,M,Rh,40.0
45,106, ,Rh,30.1
45,106,M,Rh,7920.0
45,107, ,Rh,1302.0
45,108, ,Rh,16.8
45,108,M,Rh,360.0
45,109, ,Rh,80.0
45,110, ,Rh,28.5
45,110,M,Rh,3.2
45,111, ,Rh,12.0
45,112, ,Rh,2.1
45,112,M,Rh,6.8
45,113, ,Rh,2.8
45,114, ,Rh,1.85
45,114,M,Rh,1.85
45,115, ,Rh,0.98999995
45,116, ,Rh,0.68
45,116,M,Rh,0.57
45,117, ,Rh,0.44
45,118, ,Rh,0.32
45,119, ,Rh,0.3
45,120, ,Rh,0.17
45,121, ,Rh,0.25
45,122, ,Rh,0.05
46,91, ,Pd,0.01
46,92, ,Pd,1.1
46,93, ,Pd,1.07
46,94, ,Pd,9.0
46,95, ,Pd,10.0
46,95,M,Pd,13.3
46,96, ,Pd,122.0
46,97, ,Pd,186.0
46,98, ,Pd,1062.0
46,99, ,Pd,1284.0
46,100, ,Pd,313632.0
46,101, ,Pd,30492.0
46,102, ,Pd,0.0
46,103, ,Pd,1.46707e6
46,104, ,Pd,0.0
46,105, ,Pd,0.0
46,106, ,Pd,0.0
46,107, ,Pd,2.0511999e14
46,107,M,Pd,21.300001
46,108, ,Pd,0.0
46,109, ,Pd,48888.0
46,109,M,Pd,281.4
46,110, ,Pd,1.8934199e25
46,111, ,Pd,1404.0
46,111,M,Pd,19800.0
46,112, ,Pd,73080.0
46,113, ,Pd,91.0
46,113,M,Pd,0.3
46,114, ,Pd,145.2
46,115, ,Pd,25.0
46,115,M,Pd,50.0
46,116, ,Pd,11.799999
46,117, ,Pd,4.3
46,117,M,Pd,0.0191
46,118, ,Pd,1.9
46,119, ,Pd,0.91999996
46,120, ,Pd,0.5
46,121, ,Pd,0.6
46,122, ,Pd,0.3
46,123, ,Pd,0.2
46,124, ,Pd,0.1
47,93, ,Ag,0.005
47,94, ,Ag,0.037
47,94,M,Ag,0.422
47,94,N,Ag,0.3
47,95, ,Ag,1.74
47,95,M,Ag,0.5
47,95,N,Ag,0.016
47,95,O,Ag,0.04
47,96, ,Ag,4.45
47,96,M,Ag,6.9
47,97, ,Ag,25.5
47,98, ,Ag,47.5
47,99, ,Ag,124.0
47,99,M,Ag,10.5
47,100, ,Ag,120.6
47,100,M,Ag,134.4
47,101, ,Ag,666.0
47,101,M,Ag,3.1
47,102, ,Ag,774.0
47,102,M,Ag,462.0
47,103, ,Ag,3942.0
47,103,M,Ag,5.7
47,104, ,Ag,4152.0
47,104,M,Ag,2010.0
47,105, ,Ag,3.56832e6
47,105,M,Ag,433.8
47,106, ,Ag,1440.0
47,106,M,Ag,730944.0
47,107, ,Ag,0.0
47,107,M,Ag,44.3
47,108, ,Ag,142.92
47,108,M,Ag,1.38219e10
47,109, ,Ag,0.0
47,109,M,Ag,39.7
47,110, ,Ag,24.560001
47,110,M,Ag,2.1580998e7
47,111, ,Ag,643680.0
47,111,M,Ag,64.8
47,112, ,Ag,11267.999
47,113, ,Ag,19332.0
47,113,M,Ag,68.7
47,114, ,Ag,4.6
47,114,M,Ag,0.0015
47,115, ,Ag,1200.0
47,115,M,Ag,18.6
47,116, ,Ag,236.99998
47,116,M,Ag,8.6
47,117, ,Ag,73.6
47,117,M,Ag,5.34
47,118, ,Ag,3.76
47,118,M,Ag,2.0
47,119, ,Ag,6.0
47,119,M,Ag,2.1
47,120, ,Ag,1.23
47,120,M,Ag,0.371
47,121, ,Ag,0.78000003
47,122, ,Ag,0.529
47,122,M,Ag,1.5
47,123, ,Ag,0.3
47,124, ,Ag,0.172
47,124,M,Ag,0.2
47,125, ,Ag,0.166
47,126, ,Ag,0.10700001
47,127, ,Ag,0.079
47,128, ,Ag,0.058000002
47,129, ,Ag,0.044
47,130, ,Ag,0.05
48,95, ,Cd,0.005
48,96, ,Cd,1.0
48,97, ,Cd,2.8
48,98, ,Cd,9.2
48,99, ,Cd,16.0
48,100, ,Cd,49.1
48,101, ,Cd,81.6
48,102, ,Cd,330.0
48,103, ,Cd,438.0
48,104, ,Cd,3462.0
48,105, ,Cd,3330.0
48,106, ,Cd,2.0828e26
48,107, ,Cd,23472.0
48,108, ,Cd,1.2938599e25
48,109, ,Cd,3.99082e7
48,110, ,Cd,0.0
48,111, ,Cd,0.0
48,111,M,Cd,2912.4
48,112, ,Cd,0.0
48,113, ,Cd,2.53718e23
48,113,M,Cd,4.4495302e8
48,114, ,Cd,2.90324e24
48,115, ,Cd,192456.0
48,115,M,Cd,3.84998e6
48,116, ,Cd,9.46708e26
48,117, ,Cd,8964.0
48,117,M,Cd,12096.0
48,118, ,Cd,3018.0
48,119, ,Cd,161.4
48,119,M,Cd,132.0
48,120, ,Cd,50.8
48,121, ,Cd,13.5
48,121,M,Cd,8.3
48,122, ,Cd,5.24
48,123, ,Cd,2.1
48,123,M,Cd,1.82
48,124, ,Cd,1.25
48,125, ,Cd,0.68
48,125,M,Cd,0.48000002
48,126, ,Cd,0.515
48,127, ,Cd,0.37
48,128, ,Cd,0.28
48,129, ,Cd,0.24200001
48,129,M,Cd,0.103999995
48,130, ,Cd,0.162
48,131, ,Cd,0.068
48,132, ,Cd,0.096999995
49,97, ,In,0.005
49,98, ,In,0.045
49,98,M,In,1.7
49,99, ,In,3.1
49,99,M,In,1.0
49,100, ,In,5.9
49,101, ,In,15.1
49,101,M,In,10.0
49,102, ,In,22.0
49,103, ,In,60.0
49,103,M,In,34.0
49,104, ,In,108.00001
49,104,M,In,15.700001
49,105, ,In,304.2
49,105,M,In,48.0
49,106, ,In,372.0
49,106,M,In,312.0
49,107, ,In,1944.0
49,107,M,In,50.4
49,108, ,In,3480.0
49,108,M,In,2376.0
49,109, ,In,15001.2
49,109,M,In,80.4
49,109,N,In,0.20899999
49,110, ,In,17640.0
49,110,M,In,4146.0
49,111, ,In,242343.0
49,111,M,In,473.99997
49,112, ,In,882.0
49,112,M,In,1242.0
49,113, ,In,0.0
49,113,M,In,5968.44
49,114, ,In,71.9
49,114,M,In,4.32e6
49,114,N,In,0.043
49,115, ,In,1.39166e22
49,115,M,In,16149.6
49,116, ,In,14.2
49,116,M,In,3276.0
49,116,N,In,2.17
49,117, ,In,2592.0
49,117,M,In,6972.0
49,118, ,In,5.0
49,118,M,In,267.0
49,118,N,In,8.5
49,119, ,In,144.0
49,119,M,In,1080.0
49,120, ,In,3.08
49,120,M,In,46.199997
49,120,N,In,47.3
49,121, ,In,23.099998
49,121,M,In,232.8
49,122, ,In,1.5
49,122,M,In,10.8
49,122,N,In,10.8
49,123, ,In,6.17
49,123,M,In,47.800003
49,124, ,In,3.12
49,124,M,In,3.7
49,125, ,In,2.36
49,125,M,In,12.200001
49,126, ,In,1.53
49,126,M,In,1.64
49,127, ,In,1.09
49,127,M,In,3.67
49,128, ,In,0.84
49,128,M,In,0.01
49,128,N,In,0.71999997
49,129, ,In,0.61
49,129,M,In,1.23
49,130, ,In,0.29000002
49,130,M,In,0.54
49,130,N,In,0.54
49,131, ,In,0.28
49,131,M,In,0.35
49,131,N,In,0.32
49,132, ,In,0.20699999
49,133, ,In,0.16499999
49,133,M,In,0.17999999
49,134, ,In,0.14
49,135, ,In,0.092
50,99, ,Sn,0.005
50,100, ,Sn,1.1
50,101, ,Sn,3.0
50,102, ,Sn,4.6
50,103, ,Sn,7.0
50,104, ,Sn,20.8
50,105, ,Sn,34.0
50,106, ,Sn,115.0
50,107, ,Sn,174.0
50,108, ,Sn,618.0
50,109, ,Sn,1080.0
50,110, ,Sn,14760.0
50,111, ,Sn,2118.0
50,112, ,Sn,0.0
50,113, ,Sn,9.94378e6
50,113,M,Sn,1254.0
50,114, ,Sn,0.0
50,115, ,Sn,0.0
50,116, ,Sn,0.0
50,117, ,Sn,0.0
50,117,M,Sn,1.2096e6
50,118, ,Sn,0.0
50,119, ,Sn,0.0
50,119,M,Sn,2.5315198e7
50,120, ,Sn,0.0
50,121, ,Sn,97308.0
50,121,M,Sn,1.38535e9
50,122, ,Sn,0.0
50,123, ,Sn,1.11629e7
50,123,M,Sn,2403.6
50,124, ,Sn,3.15569e24
50,125, ,Sn,832896.06
50,125,M,Sn,571.2
50,126, ,Sn,7.25809e12
50,127, ,Sn,7560.0
50,127,M,Sn,247.79999
50,128, ,Sn,3544.2
50,128,M,Sn,6.5
50,129, ,Sn,133.8
50,129,M,Sn,432.00003
50,130, ,Sn,223.79999
50,130,M,Sn,102.0
50,131, ,Sn,56.0
50,131,M,Sn,58.4
50,132, ,Sn,39.7
50,133, ,Sn,1.46
50,134, ,Sn,1.05
50,135, ,Sn,0.53000003
50,136, ,Sn,0.25
50,137, ,Sn,0.19
51,103, ,Sb,0.1
51,104, ,Sb,0.46999997
51,105, ,Sb,1.12
51,106, ,Sb,0.6
51,107, ,Sb,4.6
51,108, ,Sb,7.4
51,109, ,Sb,17.0
51,110, ,Sb,23.599998
51,111, ,Sb,75.0
51,112, ,Sb,51.399998
51,113, ,Sb,400.19998
51,114, ,Sb,209.40001
51,115, ,Sb,1926.0
51,116, ,Sb,947.99994
51,116,M,Sb,3618.0
51,117, ,Sb,10080.0
51,118, ,Sb,216.00002
51,118,M,Sb,18000.0
51,119, ,Sb,137880.0
51,119,M,Sb,0.85
51,120, ,Sb,954.0
51,120,M,Sb,497664.03
51,121, ,Sb,0.0
51,122, ,Sb,232920.0
51,122,M,Sb,251.4
51,123, ,Sb,0.0
51,124, ,Sb,5.20197e6
51,124,M,Sb,93.0
51,124,N,Sb,1212.0
51,125, ,Sb,8.70514e7
51,126, ,Sb,1.07222e6
51,126,M,Sb,1146.0
51,126,N,Sb,11.0
51,127, ,Sb,332640.0
51,128, ,Sb,32435.998
51,128,M,Sb,624.0
51,129, ,Sb,15696.0
51,129,M,Sb,1062.0
51,130, ,Sb,2370.0
51,130,M,Sb,378.0
51,131, ,Sb,1381.8
51,132, ,Sb,167.40001
51,132,M,Sb,246.0
51,133, ,Sb,150.0
51,134, ,Sb,0.78000003
51,134,M,Sb,10.07
51,135, ,Sb,1.74
51,136, ,Sb,0.923
51,137, ,Sb,0.45
51,138, ,Sb,0.5
51,139, ,Sb,0.3
52,105, ,Te,1.0e-6
52,106, ,Te,6.0e-5
52,107, ,Te,0.0030999999
52,108, ,Te,2.1
52,109, ,Te,4.6
52,110, ,Te,18.6
52,111, ,Te,19.3
52,112, ,Te,120.00001
52,113, ,Te,102.0
52,114, ,Te,912.0
52,115, ,Te,348.0
52,115,M,Te,402.0
52,116, ,Te,8964.0
52,117, ,Te,3720.0
52,117,M,Te,0.103
52,118, ,Te,518400.0
52,119, ,Te,57780.0
52,119,M,Te,406080.0
52,120, ,Te,0.0
52,121, ,Te,1.65542e6
52,121,M,Te,1.33056e7
52,122, ,Te,0.0
52,123, ,Te,2.90324e24
52,123,M,Te,1.03248e7
52,124, ,Te,0.0
52,125, ,Te,0.0
52,125,M,Te,4.95936e6
52,126, ,Te,0.0
52,127, ,Te,33660.0
52,127,M,Te,9.16704e6
52,128, ,Te,6.94252e31
52,129, ,Te,4176.0
52,129,M,Te,2.90304e6
52,130, ,Te,2.493e28
52,131, ,Te,1500.0
52,131,M,Te,108000.01
52,132, ,Te,279072.0
52,133, ,Te,747.0
52,133,M,Te,3324.0
52,134, ,Te,2508.0
52,135, ,Te,19.0
52,136, ,Te,17.5
52,137, ,Te,2.49
52,138, ,Te,1.4
52,139, ,Te,0.5
52,140, ,Te,0.3
52,141, ,Te,0.1
52,142, ,Te,0.05
53,108, ,I,0.036
53,109, ,I,0.000103
53,110, ,I,0.65
53,111, ,I,2.5
53,112, ,I,3.42
53,113, ,I,6.6
53,114, ,I,2.1
53,114,M,I,6.2
53,115, ,I,78.0
53,116, ,I,2.91
53,117, ,I,133.2
53,118, ,I,822.0
53,118,M,I,510.0
53,119, ,I,1146.0
53,120, ,I,4896.0
53,120,M,I,3180.0
53,121, ,I,7632.0
53,122, ,I,217.8
53,123, ,I,47604.2
53,124, ,I,360806.0
53,125, ,I,5.13112e6
53,126, ,I,1.12147e6
53,127, ,I,0.0
53,128, ,I,1499.4
53,129, ,I,5.0806698e14
53,130, ,I,44496.004
53,130,M,I,530.39996
53,131, ,I,693213.0
53,132, ,I,8262.0
53,132,M,I,4980.0
53,133, ,I,75132.0
53,133,M,I,9.0
53,134, ,I,3150.0
53,134,M,I,216.00002
53,135, ,I,23688.0
53,136, ,I,83.5
53,136,M,I,47.0
53,137, ,I,24.51
53,138, ,I,6.46
53,139, ,I,2.3
53,140, ,I,0.86
53,141, ,I,0.43
53,142, ,I,0.2
53,143, ,I,0.1
53,144, ,I,0.05
54,110, ,Xe,0.31
54,111, ,Xe,0.74
54,112, ,Xe,2.7
54,113, ,Xe,2.74
54,114, ,Xe,10.0
54,115, ,Xe,18.0
54,116, ,Xe,59.0
54,117, ,Xe,61.0
54,118, ,Xe,228.0
54,119, ,Xe,348.0
54,120, ,Xe,2400.0
54,121, ,Xe,2406.0
54,122, ,Xe,72360.0
54,123, ,Xe,7488.0
54,124, ,Xe,6.31152e21
54,125, ,Xe,60840.0
54,125,M,Xe,56.0
54,126, ,Xe,0.0
54,127, ,Xe,3.14133e6
54,127,M,Xe,69.6
54,128, ,Xe,0.0
54,129, ,Xe,0.0
54,129,M,Xe,767232.0
54,130, ,Xe,0.0
54,131, ,Xe,0.0
54,131,M,Xe,1.03352e6
54,132, ,Xe,0.0
54,132,M,Xe,0.00839
54,133, ,Xe,453375.0
54,133,M,Xe,189907.0
54,134, ,Xe,3.47126e23
54,134,M,Xe,0.29000002
54,135, ,Xe,32904.0
54,135,M,Xe,918.0
54,136, ,Xe,3.15569e29
54,137, ,Xe,229.08002
54,138, ,Xe,844.8
54,139, ,Xe,39.690002
54,140, ,Xe,13.6
54,141, ,Xe,1.73
54,142, ,Xe,1.22
54,143, ,Xe,0.51100004
54,144, ,Xe,0.388
54,145, ,Xe,0.188
54,146, ,Xe,0.146
54,147, ,Xe,0.13
55,112, ,Cs,0.0005
55,113, ,Cs,1.67e-5
55,114, ,Cs,0.57
55,115, ,Cs,1.4
55,116, ,Cs,0.7
55,116,M,Cs,3.85
55,117, ,Cs,8.4
55,117,M,Cs,6.5
55,118, ,Cs,14.0
55,118,M,Cs,17.0
55,119, ,Cs,43.0
55,119,M,Cs,30.4
55,120, ,Cs,61.199997
55,120,M,Cs,57.0
55,121, ,Cs,155.0
55,121,M,Cs,122.0
55,122, ,Cs,21.18
55,122,M,Cs,222.0
55,122,N,Cs,0.35999998
55,123, ,Cs,354.6
55,123,M,Cs,1.7
55,124, ,Cs,30.9
55,124,M,Cs,6.3
55,125, ,Cs,2802.0
55,125,M,Cs,0.9
55,126, ,Cs,98.4
55,127, ,Cs,22500.0
55,128, ,Cs,217.2
55,129, ,Cs,115919.99
55,130, ,Cs,1752.6
55,130,M,Cs,207.59999
55,131, ,Cs,837216.0
55,132, ,Cs,564192.0
55,133, ,Cs,0.0
55,134, ,Cs,6.51461e7
55,134,M,Cs,10468.8
55,135, ,Cs,7.25809e13
55,135,M,Cs,3180.0
55,136, ,Cs,1.12579e6
55,136,M,Cs,19.0
55,137, ,Cs,9.4828595e8
55,138, ,Cs,2004.6001
55,138,M,Cs,174.6
55,139, ,Cs,556.19995
55,140, ,Cs,64.0
55,141, ,Cs,24.84
55,142, ,Cs,1.684
55,143, ,Cs,1.791
55,144, ,Cs,0.99399996
55,144,M,Cs,1.0
55,145, ,Cs,0.594
55,146, ,Cs,0.323
55,147, ,Cs,0.225
55,148, ,Cs,0.146
55,149, ,Cs,0.15
55,150, ,Cs,0.1
55,151, ,Cs,0.06
56,114, ,Ba,0.53000003
56,115, ,Ba,0.45
56,116, ,Ba,1.3
56,117, ,Ba,1.75
56,118, ,Ba,5.2
56,119, ,Ba,5.4
56,120, ,Ba,24.0
56,121, ,Ba,29.7
56,122, ,Ba,116.99999
56,123, ,Ba,162.0
56,124, ,Ba,660.0
56,125, ,Ba,209.99998
56,126, ,Ba,6000.0
56,127, ,Ba,762.0
56,127,M,Ba,1.9
56,128, ,Ba,209952.0
56,129, ,Ba,8568.0
56,129,M,Ba,7704.0
56,130, ,Ba,0.0
56,130,M,Ba,0.00954
56,131, ,Ba,997920.06
56,131,M,Ba,876.0
56,132, ,Ba,0.0
56,133, ,Ba,3.32578e8
56,133,M,Ba,137520.0
56,134, ,Ba,0.0
56,135, ,Ba,0.0
56,135,M,Ba,103320.0
56,136, ,Ba,0.0
56,136,M,Ba,0.3084
56,137, ,Ba,0.0
56,137,M,Ba,153.12001
56,138, ,Ba,0.0
56,139, ,Ba,4983.6
56,140, ,Ba,1.10186e6
56,141, ,Ba,1096.2
56,142, ,Ba,636.0
56,143, ,Ba,14.5
56,144, ,Ba,11.5
56,145, ,Ba,4.31
56,146, ,Ba,2.22
56,147, ,Ba,0.89399993
56,148, ,Ba,0.612
56,149, ,Ba,0.344
56,150, ,Ba,0.3
56,151, ,Ba,0.2
56,152, ,Ba,0.1
56,153, ,Ba,0.08
57,117, ,La,0.0235
57,117,M,La,0.01
57,118, ,La,0.2
57,119, ,La,1.0
57,120, ,La,2.8
57,121, ,La,5.3
57,122, ,La,8.7
57,123, ,La,17.0
57,124, ,La,29.21
57,124,M,La,21.0
57,125, ,La,64.8
57,125,M,La,0.39000002
57,126, ,La,54.0
57,126,M,La,20.0
57,127, ,La,306.0
57,127,M,La,222.0
57,128, ,La,310.80002
57,128,M,La,84.0
57,129, ,La,696.0
57,129,M,La,0.56
57,130, ,La,522.0
57,131, ,La,3540.0
57,132, ,La,17280.0
57,132,M,La,1458.0
57,133, ,La,14083.199
57,134, ,La,387.0
57,135, ,La,70200.0
57,136, ,La,592.2
57,136,M,La,0.114
57,137, ,La,1.8934601e12
57,138, ,La,3.2693e18
57,139, ,La,0.0
57,140, ,La,145029.0
57,141, ,La,14112.0
57,142, ,La,5466.0
57,143, ,La,848.4
57,144, ,La,40.8
57,145, ,La,24.8
57,146, ,La,6.27
57,146,M,La,10.0
57,147, ,La,4.06
57,148, ,La,1.26
57,149, ,La,1.05
57,150, ,La,0.51
57,151, ,La,0.3
57,152, ,La,0.28
57,153, ,La,0.15
57,154, ,La,0.1
57,155, ,La,0.06
58,119, ,Ce,0.2
58,120, ,Ce,0.25
58,121, ,Ce,1.1
58,122, ,Ce,2.0
58,123, ,Ce,3.8
58,124, ,Ce,9.1
58,125, ,Ce,9.3
58,126, ,Ce,51.0
58,127, ,Ce,29.0
58,127,M,Ce,34.0
58,128, ,Ce,235.8
58,129, ,Ce,209.99998
58,130, ,Ce,1374.0
58,131, ,Ce,612.0
58,131,M,Ce,300.0
58,132, ,Ce,12636.0
58,132,M,Ce,0.0094
58,133, ,Ce,5820.0
58,133,M,Ce,17640.0
58,134, ,Ce,273024.0
58,135, ,Ce,63720.004
58,135,M,Ce,20.0
58,136, ,Ce,2.20903e21
58,137, ,Ce,32400.0
58,137,M,Ce,123840.0
58,138, ,Ce,0.0
58,138,M,Ce,0.008649999
58,139, ,Ce,1.1892999e7
58,139,M,Ce,56.100002
58,140, ,Ce,0.0
58,141, ,Ce,2.80826e6
58,142, ,Ce,1.57785e24
58,143, ,Ce,118939.99
58,144, ,Ce,2.46145e7
58,145, ,Ce,177.0
58,146, ,Ce,811.2001
58,147, ,Ce,57.0
58,148, ,Ce,56.0
58,149, ,Ce,5.3
58,150, ,Ce,4.0
58,151, ,Ce,1.02
58,152, ,Ce,1.1
58,153, ,Ce,1.5
58,154, ,Ce,2.0
58,155, ,Ce,0.2
58,156, ,Ce,0.15
58,157, ,Ce,0.05
59,121, ,Pr,0.6
59,122, ,Pr,0.5
59,123, ,Pr,0.8
59,124, ,Pr,1.2
59,125, ,Pr,3.3
